data,categoria,tipo,valor,descricao,metodo_pgto
2024-05-20,Rendimentos,receita,3451.5,Rendimentos - pagamento,Débito
16/12/2024, Saúde,,552.29,Saúde - pagamento,Transferência
2022/08/29,Bônus,receita,5104.31,Bônus - pagamento,Cartão de Crédito
15/04/2023,Manutenção,despesa,"R$ 344,89",Manutenção - pagamento,Boleto
2024-03-13,Impostos,despesa,5,Impostos - pagamento,
2024/11/19,Lazer,despesa,364.93,,Débito
11-07-2023,Impostos,despesa,611.0,Impostos - pagamento,Cartão de Crédito
2022/10/28,Vestuário,despesa,26.75,Vestuário - pagamento,
04-04-2022,Freelance,receita,3929.97,Freelance - pagamento,Débito
01/09/2024,alimentação,despesa,216.9,alimentação - pagamento,Cartão de Crédito
11/08/2024,Impostos,despesa,525.84,Impostos - pagamento,Débito
2024/03/20,Impostos,despesa,"R$ 41,85",Impostos - pagamento,Pix
20/01/2022,Vestuário,despesa,"R$ 655,99",Vestuário - pagamento,Transferência
2022-03-24,Vestuário,despesa,403.78,,Transferência
2024/03/30,Moradia,despesa,333.73,Moradia - pagamento,Transferência
07/06/2022,Rendimentos,,5276.52,Rendimentos - pagamento,
06-01-2024,Impostos,despesa,5,Impostos - pagamento,Cartão de Crédito
2023-06-16,Lazer,despesa,649.37,Lazer - pagamento,Pix
12-09-2024, Saúde,despesa,742.44,Saúde - pagamento,Cartão de Crédito
2022-08-23,Moradia,despesa,466.66,Moradia - pagamento,Boleto
2023/11/28,Alimentação,despesa,5,Alimentação - pagamento,Cartão de Crédito
27-07-2023, Saúde,despesa,5,Saúde - pagamento,
08/04/2024,Moradia,despesa,627.77,Moradia - pagamento,Débito
06-05-2024,Educação,despesa,960.72,Educação - pagamento,Débito
20-07-2024,Manutenção,despesa,18.08,Manutenção - pagamento,Boleto
24-10-2023,alimentação,despesa,630.24,,Boleto
22-07-2024,Lazer,despesa,162.74,,Boleto
2022-03-01,Freelance,receita,4398.53,Freelance - pagamento,Débito
30/12/2023,Manutenção,despesa,605.65,Manutenção - pagamento,
2023/11/19,Lazer,despesa,542.45,Lazer - pagamento,Débito
17-10-2022,Impostos,despesa,418.45,Impostos - pagamento,Boleto
2024/06/09,alimentação,despesa,697.55,alimentação - pagamento,Pix
2024-06-14,Vestuário,despesa,285.8,Vestuário - pagamento,Débito
12/01/2022, Saúde,despesa,690.02,Saúde - pagamento,Débito
2024-04-24,Educação,despesa,"R$ 234,70",Educação - pagamento,Cartão de Crédito
22-04-2023,Educação,despesa,"R$ 79,64",Educação - pagamento,Boleto
2023/06/27,Rendimentos,receita,5731.48,Rendimentos - pagamento,Cartão de Crédito
30-05-2022,Transporte ,despesa,498.58,Transporte - pagamento,Boleto
02-09-2022,Vestuário,despesa,442.85,Vestuário - pagamento,Débito
2023-11-10,Transporte ,despesa,548.22,Transporte - pagamento,
21/06/2023,Lazer,despesa,"R$ 458,05",Lazer - pagamento,
25/03/2023,alimentação,despesa,438.71,alimentação - pagamento,Débito
25-09-2024,Moradia,despesa,966.43,,Débito
2023/04/16,,receita,3794.28,Bônus - pagamento,Transferência
31-08-2022,,despesa,688.96,Alimentação - pagamento,Boleto
2022/02/18,Lazer,despesa,"R$ 5,00",Lazer - pagamento,
2024/03/28, Saúde,despesa,5,Saúde - pagamento,
20/10/2024,Transporte ,despesa,246.78,,Débito
25/11/2022,Manutenção,,777.67,,Cartão de Crédito
2024/01/22,Lazer,despesa,395.39,Lazer - pagamento,Pix
26/10/2023,Rendimentos,receita,5215.36,Rendimentos - pagamento,Transferência
28-03-2022,Freelance,receita,3645.1,Freelance - pagamento,Débito
24/07/2024,Alimentação,despesa,279.5,Alimentação - pagamento,Débito
08-07-2024,alimentação,despesa,5,alimentação - pagamento,
2022/03/29,Lazer,despesa,623.2,Lazer - pagamento,Débito
2022-07-25,Educação,despesa,41.67,Educação - pagamento,Débito
2023-06-05,alimentação,despesa,844.39,alimentação - pagamento,Débito
04/10/2022,Freelance,receita,3741.06,,Pix
30-11-2023,assinaturas,despesa,403.98,assinaturas - pagamento,Pix
2023-04-12,Freelance,receita,3331.42,,
2022-07-15,Manutenção,despesa,829.46,Manutenção - pagamento,
29/05/2023, Saúde,despesa,"R$ 196,33",Saúde - pagamento,Pix
13/12/2024,Manutenção,despesa,432.01,Manutenção - pagamento,
12-08-2022,alimentação,despesa,407.57,alimentação - pagamento,Boleto
2022-09-05,Manutenção,despesa,117.63,Manutenção - pagamento,Pix
2024/11/05,Educação,despesa,170.51,Educação - pagamento,Transferência
2022/07/02,Bônus,receita,5369.98,Bônus - pagamento,Pix
13/03/2023,Lazer,despesa,68.31,Lazer - pagamento,Boleto
2024/05/30, Saúde,despesa,312.24,Saúde - pagamento,Pix
03-10-2022,Transporte ,despesa,380.94,Transporte - pagamento,Cartão de Crédito
07/01/2024,Salário,receita,3662.18,Salário - pagamento,Pix
16/04/2022, Saúde,despesa,306.52,,Débito
23-11-2024,Alimentação,despesa,203.57,Alimentação - pagamento,Transferência
2023/02/01,Freelance,receita,2062.17,,Pix
12/12/2022,Transporte ,despesa,820.08,Transporte - pagamento,
2024-12-05,Educação,despesa,468.62,Educação - pagamento,Boleto
2024-10-02,Rendimentos,receita,1776.77,,
04-08-2023,Salário,receita,7532.63,Salário - pagamento,Pix
05/01/2023,Transporte ,despesa,207.27,Transporte - pagamento,
2023/10/07,Vestuário,despesa,"R$ 171,75",,
10/01/2023,alimentação,despesa,5,alimentação - pagamento,Cartão de Crédito
2024/03/20,Freelance,receita,4035.05,Freelance - pagamento,Pix
2023-09-05,alimentação,despesa,475.47,alimentação - pagamento,
2024-12-24,Transporte ,despesa,655.8,Transporte - pagamento,
2023/01/31,Freelance,receita,3257.44,Freelance - pagamento,
2024/10/21,Educação,despesa,574.62,Educação - pagamento,Cartão de Crédito
2022-10-02,Rendimentos,receita,"R$ 3.503,15",Rendimentos - pagamento,Boleto
2022/05/16,Bônus,,2682.2,Bônus - pagamento,
2022-03-12,Lazer,despesa,53.02,Lazer - pagamento,Boleto
01/11/2023,Manutenção,despesa,539.12,,
19/04/2024,Impostos,despesa,377.11,,Débito
2024/03/06,Vestuário,despesa,403.7,,Boleto
2023-04-26,Impostos,despesa,581.26,,Pix
09-09-2023,Educação,despesa,648.74,,Boleto
2024/05/27,Manutenção,despesa,449.96,,Débito
03/06/2024,Alimentação,despesa,710.65,,Débito
2023/11/09,assinaturas,despesa,"R$ 461,55",,Cartão de Crédito
2023-07-08,Bônus,receita,5282.83,,Pix
2023/11/23,Salário,receita,5585.74,,
12-07-2023,assinaturas,despesa,275.67,,Transferência
29/01/2022,Lazer,despesa,306.39,,
02-10-2023,assinaturas,despesa,295.72,,
31-08-2023,Educação,despesa,632.35,Educação - pagamento,Boleto
2022/01/03,Freelance,receita,5497.54,,Transferência
10/02/2024, Saúde,despesa,259.07,,Boleto
2022/09/25, Saúde,despesa,225.08,Saúde - pagamento,Boleto
23/07/2022, Saúde,despesa,432.71,,Cartão de Crédito
2024-04-06,Salário,receita,5133.91,Salário - pagamento,
2022/08/30,Lazer,despesa,464.6,Lazer - pagamento,Pix
2023/10/26,Alimentação,despesa,5,,Pix
2023-03-28,Bônus,receita,5362.73,,Transferência
2023/07/24,Educação,despesa,555.49,,Transferência
2022-03-31,Vestuário,despesa,43.23,Vestuário - pagamento,Cartão de Crédito
08/04/2024,Vestuário,despesa,5,Vestuário - pagamento,Boleto
05-01-2023,Educação,despesa,5,,Cartão de Crédito
20/01/2022,Vestuário,despesa,99.21,,Pix
2023/02/23,Salário,receita,3756.69,Salário - pagamento,
03/05/2022,Bônus,receita,4201.92,,
2023-02-09,Transporte ,despesa,5,Transporte - pagamento,
2023-08-30,Impostos,despesa,501.88,,Transferência
2023-09-18,Salário,receita,6513.61,Salário - pagamento,Boleto
29-08-2023, Saúde,despesa,318.55,Saúde - pagamento,
04/11/2022,alimentação,despesa,438.35,alimentação - pagamento,
10-08-2023,Moradia,despesa,591.95,Moradia - pagamento,Boleto
2023-04-12,Salário,receita,3667.99,Salário - pagamento,Transferência
2022/11/19,assinaturas,despesa,290.69,,Transferência
29-12-2023,Rendimentos,receita,1201.8,,Pix
04/12/2023,Vestuário,despesa,"R$ 517,59",,Transferência
18-05-2024, Saúde,despesa,"R$ 511,15",Saúde - pagamento,Boleto
24/10/2024,alimentação,despesa,527.34,,Pix
14/10/2022,Impostos,despesa,340.76,Impostos - pagamento,Pix
2024-08-06,Lazer,despesa,267.93,Lazer - pagamento,Cartão de Crédito
19/07/2023,assinaturas,despesa,649.97,assinaturas - pagamento,Boleto
29-11-2023,Salário,receita,3205.24,Salário - pagamento,Boleto
20-09-2022,Freelance,receita,4038.71,Freelance - pagamento,Cartão de Crédito
2023-05-30,Salário,receita,2514.63,Salário - pagamento,Transferência
2024-10-16,Lazer,despesa,256.0,Lazer - pagamento,Boleto
2022/04/19,Vestuário,despesa,700.12,Vestuário - pagamento,Débito
2024-01-06,Educação,despesa,63.11,Educação - pagamento,Débito
2023-01-27,Alimentação,despesa,499.34,Alimentação - pagamento,Boleto
18/02/2024,Rendimentos,receita,3214.84,Rendimentos - pagamento,Pix
2022-11-30,Educação,despesa,352.56,,Pix
12/11/2023,assinaturas,despesa,510.99,assinaturas - pagamento,Pix
04/03/2022,Vestuário,despesa,405.76,Vestuário - pagamento,
22/12/2023,Alimentação,despesa,13.43,Alimentação - pagamento,Boleto
2023/02/21,Moradia,despesa,591.19,Moradia - pagamento,Transferência
2024-05-29,Rendimentos,receita,4610.72,Rendimentos - pagamento,Transferência
2024-06-27,Vestuário,despesa,32.09,Vestuário - pagamento,Boleto
25-09-2023,Educação,despesa,198.09,Educação - pagamento,
2023/07/16,Impostos,despesa,"R$ 148,98",Impostos - pagamento,Débito
2024-02-26,Vestuário,despesa,328.18,Vestuário - pagamento,Cartão de Crédito
25-03-2024,Transporte ,despesa,135.68,Transporte - pagamento,Cartão de Crédito
2023/10/06,Rendimentos,receita,4870.59,Rendimentos - pagamento,Transferência
21/03/2024,Rendimentos,receita,6409.59,,
02-03-2024,Impostos,despesa,"R$ 258,41",Impostos - pagamento,Boleto
2024/08/02,assinaturas,despesa,609.42,assinaturas - pagamento,
2024/09/01,Alimentação,despesa,229.02,Alimentação - pagamento,Boleto
26-03-2024, Saúde,despesa,652.69,Saúde - pagamento,Cartão de Crédito
2022-09-02,Lazer,despesa,25.47,Lazer - pagamento,Transferência
2022/02/28,Rendimentos,receita,5520.5,Rendimentos - pagamento,Débito
09/10/2024,Vestuário,,77.65,,Cartão de Crédito
20/01/2022,Bônus,receita,3291.82,Bônus - pagamento,Transferência
2023-07-30,Transporte ,despesa,474.66,Transporte - pagamento,Transferência
28/09/2024,Vestuário,despesa,308.16,Vestuário - pagamento,Cartão de Crédito
2023/06/07,Vestuário,despesa,593.2,Vestuário - pagamento,Débito
2023/01/12,Salário,,5885.62,,Cartão de Crédito
07/03/2024,Lazer,despesa,587.06,,
29/06/2022,Moradia,despesa,36.55,Moradia - pagamento,Pix
28-01-2023,Impostos,despesa,78.45,Impostos - pagamento,Transferência
2024/02/16,Alimentação,despesa,272.6,Alimentação - pagamento,Boleto
23-03-2022,assinaturas,despesa,172.63,,
26/04/2022,Impostos,despesa,704.63,,Cartão de Crédito
30-06-2024,assinaturas,despesa,"R$ 231,68",assinaturas - pagamento,Pix
24-05-2023,Freelance,receita,4218.1,,
03-04-2022,Impostos,despesa,250.78,Impostos - pagamento,
2023/09/11,Impostos,despesa,333.45,Impostos - pagamento,
16/06/2024,Transporte ,despesa,"R$ 18,37",Transporte - pagamento,
23/12/2023,alimentação,despesa,686.28,alimentação - pagamento,
31/08/2022,Rendimentos,receita,4819.54,Rendimentos - pagamento,
2022-09-08,Manutenção,despesa,331.56,Manutenção - pagamento,Cartão de Crédito
08-07-2023,assinaturas,despesa,390.9,,Débito
2023-08-17,alimentação,despesa,"R$ 293,12",alimentação - pagamento,Cartão de Crédito
11/02/2024,Transporte ,despesa,345.78,Transporte - pagamento,Boleto
06/06/2022,Transporte ,despesa,537.9,Transporte - pagamento,Pix
21-03-2023,assinaturas,despesa,"R$ 666,81",,Débito
2023-12-31,Salário,receita,5834.06,Salário - pagamento,
21-11-2023,Lazer,despesa,563.3,Lazer - pagamento,
2024-06-14,Freelance,receita,6336.44,Freelance - pagamento,
26-01-2024,Impostos,despesa,338.21,,Pix
27/11/2022,Manutenção,despesa,189.81,Manutenção - pagamento,Débito
2023-09-07,assinaturas,despesa,153.16,assinaturas - pagamento,Débito
2023/03/10,alimentação,despesa,340.52,alimentação - pagamento,Transferência
19/02/2022,Freelance,receita,"R$ 1.903,49",Freelance - pagamento,Pix
10/04/2022,Salário,receita,3424.93,Salário - pagamento,Cartão de Crédito
24-02-2022,assinaturas,despesa,173.86,,Pix
2022/02/02,Freelance,receita,3367.88,Freelance - pagamento,
2024/09/07,Educação,despesa,330.45,Educação - pagamento,Boleto
2024/01/03,assinaturas,despesa,"R$ 5,00",assinaturas - pagamento,Boleto
2024-01-23,Impostos,despesa,308.37,Impostos - pagamento,
2022-07-04,Lazer,despesa,713.37,Lazer - pagamento,Débito
29-11-2022, Saúde,despesa,299.67,Saúde - pagamento,Pix
18/05/2024,Freelance,receita,3727.35,Freelance - pagamento,Pix
15-06-2023,Alimentação,despesa,622.21,,Cartão de Crédito
2024-03-11,Moradia,despesa,468.72,Moradia - pagamento,Transferência
2023-05-09,Rendimentos,receita,1952.97,Rendimentos - pagamento,Cartão de Crédito
25/01/2023,alimentação,despesa,364.96,alimentação - pagamento,
2022-08-02,Rendimentos,receita,"R$ 5.943,11",Rendimentos - pagamento,Débito
20/11/2022,Impostos,,5,Impostos - pagamento,
04-09-2022,Alimentação,despesa,"R$ 594,25",Alimentação - pagamento,
2024-05-10,Alimentação,despesa,255.96,Alimentação - pagamento,
2022-05-26,Freelance,receita,5132.61,Freelance - pagamento,Pix
07/07/2022,Freelance,receita,"R$ 4.102,33",,Débito
2022/11/24,Moradia,despesa,415.08,Moradia - pagamento,Boleto
01/03/2023,Freelance,receita,3243.64,Freelance - pagamento,Transferência
2024/10/04,Salário,receita,3189.46,Salário - pagamento,
06-09-2024,Transporte ,despesa,5,Transporte - pagamento,Cartão de Crédito
2023/09/29,Lazer,despesa,176.36,Lazer - pagamento,Pix
11-09-2024,Transporte ,despesa,454.21,Transporte - pagamento,Pix
2022/11/29, Saúde,despesa,158.98,Saúde - pagamento,
2024/02/02,Impostos,despesa,1212.25,,Cartão de Crédito
17/12/2023,alimentação,despesa,173.12,,Cartão de Crédito
06-12-2022,Salário,receita,7067.91,,Pix
2023/11/14,Lazer,despesa,43.43,Lazer - pagamento,
2022/12/09,Bônus,receita,4300.39,Bônus - pagamento,Cartão de Crédito
2024/09/10, Saúde,despesa,319.78,,Cartão de Crédito
19/06/2022,Impostos,despesa,239.12,Impostos - pagamento,Transferência
2023-12-05,Impostos,despesa,5,Impostos - pagamento,Pix
2022/09/14,Salário,,5093.88,Salário - pagamento,Pix
2024-03-11,Rendimentos,receita,3248.38,Rendimentos - pagamento,Cartão de Crédito
2022-10-14, Saúde,despesa,306.7,Saúde - pagamento,Transferência
2023-10-27,Alimentação,despesa,285.63,Alimentação - pagamento,Cartão de Crédito
02-10-2024,Salário,receita,4892.34,Salário - pagamento,Cartão de Crédito
29/09/2023,alimentação,despesa,460.65,alimentação - pagamento,Transferência
2023/09/10,Educação,despesa,375.7,,Cartão de Crédito
26/09/2022,Salário,receita,4453.09,Salário - pagamento,Pix
11/02/2024,Freelance,receita,5252.25,Freelance - pagamento,Pix
2023-12-24,assinaturas,despesa,"R$ 242,52",assinaturas - pagamento,Débito
2022/09/10,Salário,receita,5706.0,Salário - pagamento,Pix
04-09-2023,Moradia,despesa,"R$ 296,49",Moradia - pagamento,
2023-10-03,Vestuário,despesa,246.67,Vestuário - pagamento,
20-09-2023,Lazer,despesa,5,Lazer - pagamento,Boleto
05/01/2024,alimentação,despesa,33.11,alimentação - pagamento,Pix
01/06/2024,alimentação,despesa,"R$ 342,61",alimentação - pagamento,Transferência
01-03-2022, Saúde,despesa,218.15,Saúde - pagamento,Boleto
04/05/2023,Salário,receita,1935.72,,Débito
2022-12-18,Bônus,receita,5494.65,Bônus - pagamento,Débito
23/07/2024,assinaturas,despesa,316.19,assinaturas - pagamento,Débito
2023/01/09,assinaturas,despesa,215.81,,Débito
2023-11-04,Transporte ,despesa,618.62,Transporte - pagamento,Transferência
09-09-2024,Alimentação,despesa,56.86,,Boleto
24-03-2024,Moradia,despesa,939.62,,Transferência
2023-12-15,Vestuário,,301.97,Vestuário - pagamento,Pix
2023-04-16,Educação,despesa,361.36,,Débito
03-12-2022,Salário,receita,6826.86,Salário - pagamento,Cartão de Crédito
24/08/2023,assinaturas,despesa,465.76,assinaturas - pagamento,
2023/11/28,Vestuário,despesa,314.18,Vestuário - pagamento,Cartão de Crédito
23-03-2022, Saúde,despesa,196.53,Saúde - pagamento,Boleto
08/05/2024,Moradia,despesa,135.99,Moradia - pagamento,Cartão de Crédito
10-03-2023,Impostos,despesa,247.54,Impostos - pagamento,Transferência
22/12/2022,Transporte ,despesa,287.06,Transporte - pagamento,Boleto
17/10/2022,Lazer,despesa,"R$ 827,77",Lazer - pagamento,Boleto
2023-03-25,Educação,despesa,5,Educação - pagamento,Pix
2023-02-19,Alimentação,despesa,417.15,Alimentação - pagamento,
2022-12-20,assinaturas,despesa,165.35,assinaturas - pagamento,
2024/03/05,Educação,despesa,270.71,Educação - pagamento,
2023-04-09,Freelance,receita,3966.74,Freelance - pagamento,Débito
2023-05-09,Vestuário,despesa,438.23,,Cartão de Crédito
2023-12-24,Educação,despesa,324.4,Educação - pagamento,
04-03-2022,alimentação,despesa,647.48,alimentação - pagamento,Cartão de Crédito
10/04/2022,,despesa,5,,Pix
01-11-2022, Saúde,despesa,609.0,Saúde - pagamento,Pix
2022/11/17,Vestuário,despesa,771.04,,Débito
2023/07/12,Alimentação,despesa,262.05,,
20-03-2023,Vestuário,despesa,"R$ 191,14",Vestuário - pagamento,Cartão de Crédito
27/02/2024,Lazer,despesa,661.9,Lazer - pagamento,Boleto
2023/02/24,Educação,despesa,787.33,,Débito
16-12-2022,Lazer,despesa,250.83,Lazer - pagamento,Transferência
31/03/2024,Transporte ,despesa,"R$ 321,59",Transporte - pagamento,Débito
2022/02/09,Impostos,despesa,5,Impostos - pagamento,Pix
2022-07-14,Educação,despesa,515.99,,
2023/11/09,Alimentação,despesa,34.15,,Boleto
2022-11-22, Saúde,despesa,397.48,Saúde - pagamento,Pix
16-12-2022,Rendimentos,receita,1373.87,Rendimentos - pagamento,Boleto
04-12-2022,Manutenção,despesa,149.67,Manutenção - pagamento,Pix
2022/09/20,Vestuário,despesa,601.03,Vestuário - pagamento,
2023/06/14,Rendimentos,receita,5276.52,,Pix
2024/12/25,Vestuário,despesa,81.58,,Boleto
2022-05-10,Vestuário,despesa,810.73,,Débito
2024/09/23,Bônus,receita,4127.81,Bônus - pagamento,Pix
2023/11/03, Saúde,despesa,137.04,Saúde - pagamento,Boleto
01-12-2023,alimentação,despesa,116.73,alimentação - pagamento,Pix
28-10-2023,Moradia,despesa,336.97,Moradia - pagamento,Transferência
28/03/2022,Bônus,receita,"R$ 3.847,91",Bônus - pagamento,Boleto
2023-03-08, Saúde,despesa,362.19,Saúde - pagamento,Boleto
2024/11/23,Vestuário,despesa,5,,Pix
05/04/2022,Rendimentos,receita,7504.11,,Débito
2024-07-16,Impostos,despesa,519.16,Impostos - pagamento,Débito
04-08-2024, Saúde,despesa,474.09,Saúde - pagamento,Boleto
15/09/2022,assinaturas,despesa,5,,Transferência
2024/04/14,assinaturas,despesa,385.63,assinaturas - pagamento,Pix
2023/09/15, Saúde,despesa,80.92,Saúde - pagamento,Transferência
2023-07-23,Moradia,despesa,605.64,Moradia - pagamento,Pix
24/07/2022, Saúde,despesa,5,Saúde - pagamento,Cartão de Crédito
27/01/2023,Moradia,despesa,1099.57,Moradia - pagamento,Pix
16/03/2023,Transporte ,despesa,460.56,Transporte - pagamento,Transferência
2022/12/15,Educação,despesa,"R$ 533,05",Educação - pagamento,Pix
2023/09/11,Moradia,despesa,528.48,Moradia - pagamento,
28-02-2024,Vestuário,despesa,5,Vestuário - pagamento,Pix
2023-06-08,Manutenção,despesa,1121.63,,
2023-09-02,Manutenção,despesa,465.51,,Débito
11/07/2024,Alimentação,despesa,580.58,,Cartão de Crédito
2022-11-04,Bônus,receita,910.07,,Boleto
11/07/2022,Freelance,receita,3287.78,Freelance - pagamento,Transferência
2022/04/27,Freelance,receita,6062.73,,Débito
2023/04/04,Manutenção,,493.74,Manutenção - pagamento,Cartão de Crédito
13-03-2024,Educação,despesa,602.58,Educação - pagamento,Débito
17-06-2024,Freelance,receita,3504.33,Freelance - pagamento,Boleto
2024-02-21,Bônus,receita,6619.52,Bônus - pagamento,
2023-03-15,Salário,receita,"R$ 7.132,61",Salário - pagamento,Transferência
27/02/2024,Manutenção,despesa,5,Manutenção - pagamento,Cartão de Crédito
21-04-2023,Impostos,despesa,191.75,Impostos - pagamento,Boleto
2024/10/29,Transporte ,despesa,353.96,,Boleto
2023/02/01,Bônus,receita,4006.15,Bônus - pagamento,Pix
30-10-2024,Vestuário,despesa,409.63,Vestuário - pagamento,Cartão de Crédito
07-08-2024,Bônus,receita,5815.05,Bônus - pagamento,
24/02/2022,Impostos,despesa,530.97,Impostos - pagamento,Débito
2022/09/28,assinaturas,despesa,441.56,,Cartão de Crédito
12/11/2022,assinaturas,despesa,529.05,assinaturas - pagamento,Boleto
14-07-2022,Lazer,despesa,451.36,,Cartão de Crédito
2024-11-11,Moradia,despesa,537.99,Moradia - pagamento,Pix
05-05-2024,Lazer,despesa,447.0,Lazer - pagamento,Pix
28-05-2023,Bônus,receita,2404.91,,Transferência
15-11-2023,Rendimentos,receita,5182.84,Rendimentos - pagamento,
14-04-2022,Salário,receita,729.14,Salário - pagamento,Cartão de Crédito
19-01-2023, Saúde,despesa,273.27,Saúde - pagamento,Cartão de Crédito
2022-10-23,assinaturas,despesa,164.17,assinaturas - pagamento,Transferência
19/10/2022,Manutenção,despesa,173.98,Manutenção - pagamento,Transferência
27-06-2024,Transporte ,despesa,309.96,Transporte - pagamento,Pix
04-04-2022,assinaturas,despesa,116.86,assinaturas - pagamento,Boleto
31-03-2022,Salário,receita,1264.7,Salário - pagamento,Pix
2022/01/15, Saúde,despesa,256.87,Saúde - pagamento,Cartão de Crédito
28-06-2024,Freelance,receita,4346.95,Freelance - pagamento,Boleto
06/10/2023,assinaturas,despesa,541.09,assinaturas - pagamento,Boleto
22/05/2023,assinaturas,despesa,493.8,assinaturas - pagamento,Pix
2022-02-17,alimentação,despesa,212.63,,
03-09-2022,Rendimentos,receita,3297.74,Rendimentos - pagamento,Débito
2022-02-05,Educação,despesa,327.9,Educação - pagamento,
04-09-2022, Saúde,despesa,243.96,,Transferência
25-02-2023,assinaturas,despesa,219.7,,Pix
2023/06/26,Lazer,despesa,756.61,,
2023-02-09,Manutenção,despesa,311.41,,Boleto
2023-10-31,Alimentação,despesa,459.65,Alimentação - pagamento,Boleto
2022-11-10,Bônus,receita,7459.84,,Boleto
06-11-2024,assinaturas,despesa,311.61,assinaturas - pagamento,Cartão de Crédito
2024-10-19,Educação,despesa,441.95,,Transferência
2024-09-19,Manutenção,despesa,374.64,Manutenção - pagamento,Boleto
2023-08-16,Moradia,despesa,305.51,Moradia - pagamento,Débito
21-08-2024,Educação,despesa,5,Educação - pagamento,Boleto
2024-07-20,Transporte ,despesa,444.43,Transporte - pagamento,Boleto
2024/08/30,Bônus,receita,8085.26,,Pix
26-05-2023,assinaturas,despesa,307.36,assinaturas - pagamento,Débito
2023-01-25,Vestuário,despesa,441.18,Vestuário - pagamento,
14-12-2024,Bônus,receita,"R$ 6.019,68",Bônus - pagamento,Cartão de Crédito
20/07/2024,Rendimentos,receita,3094.72,,Pix
2023-02-18,Impostos,despesa,445.34,,Cartão de Crédito
2024/06/25,assinaturas,despesa,903.76,assinaturas - pagamento,Pix
2024-02-07,Educação,despesa,243.49,,
26-01-2023,Moradia,despesa,"R$ 767,69",,Débito
2022-02-26,Educação,despesa,369.17,Educação - pagamento,Cartão de Crédito
2024-12-14,Freelance,receita,4810.03,Freelance - pagamento,Transferência
19/08/2023,Impostos,despesa,205.57,Impostos - pagamento,Pix
2022/02/03,Salário,receita,7946.39,,Débito
2024/06/09,alimentação,despesa,5,alimentação - pagamento,Boleto
2023-07-30,Educação,despesa,399.14,Educação - pagamento,Transferência
01/04/2023,Impostos,despesa,427.41,Impostos - pagamento,Boleto
03-08-2022,Impostos,despesa,392.24,Impostos - pagamento,Transferência
2024-03-29,assinaturas,despesa,776.3,assinaturas - pagamento,Pix
11/04/2022,Freelance,receita,"R$ 5.558,04",Freelance - pagamento,Boleto
2022-09-10,Rendimentos,receita,"R$ 6.176,64",,Débito
01/09/2024,Alimentação,,621.73,Alimentação - pagamento,Pix
18/07/2024,Impostos,despesa,5,Impostos - pagamento,Boleto
2023-05-23,Rendimentos,,1195.92,,Cartão de Crédito
20-05-2024,Manutenção,despesa,472.15,Manutenção - pagamento,Débito
2022/06/27, Saúde,despesa,364.04,,Transferência
09-05-2024,alimentação,despesa,473.59,,Boleto
24-07-2024,Alimentação,despesa,60.91,Alimentação - pagamento,Transferência
2022/06/09,Impostos,despesa,87.99,Impostos - pagamento,
2023-03-11,Manutenção,despesa,"R$ 545,44",Manutenção - pagamento,Cartão de Crédito
29-12-2024,Vestuário,despesa,"R$ 394,49",Vestuário - pagamento,Pix
25/08/2024,Freelance,receita,3156.02,,
05/01/2022,Rendimentos,receita,5787.48,Rendimentos - pagamento,Cartão de Crédito
27/06/2024, Saúde,despesa,372.32,,Boleto
22/06/2022,Manutenção,despesa,737.39,Manutenção - pagamento,Boleto
2024-08-31,Lazer,despesa,107.39,Lazer - pagamento,Débito
06/11/2023,assinaturas,despesa,548.07,assinaturas - pagamento,
2024/05/30,Manutenção,despesa,192.41,Manutenção - pagamento,
14-07-2023,Freelance,receita,"R$ 3.963,28",Freelance - pagamento,Cartão de Crédito
28/04/2022,Salário,receita,3452.54,,Pix
2023/05/24,alimentação,despesa,475.78,alimentação - pagamento,Débito
10-10-2022,Educação,despesa,174.04,,Boleto
15-09-2024,Rendimentos,receita,4788.38,Rendimentos - pagamento,
29-07-2024,assinaturas,despesa,533.25,assinaturas - pagamento,Pix
2024-12-27,alimentação,despesa,332.26,,Débito
2024/03/23, Saúde,despesa,426.29,Saúde - pagamento,Transferência
2022/09/29,Impostos,despesa,375.4,Impostos - pagamento,Cartão de Crédito
2022-05-25,Lazer,despesa,168.85,Lazer - pagamento,
10-07-2024,Transporte ,despesa,460.64,Transporte - pagamento,Pix
2023/12/12,Alimentação,despesa,5,Alimentação - pagamento,Débito
2024-09-30,Vestuário,despesa,550.89,Vestuário - pagamento,
2024-05-20,Bônus,receita,5795.53,Bônus - pagamento,
16-07-2024,alimentação,despesa,5,alimentação - pagamento,Transferência
2024-11-11,Transporte ,despesa,82.19,,Débito
2023-02-03,Manutenção,despesa,250.36,,Pix
2022-09-01,assinaturas,despesa,90.98,assinaturas - pagamento,Pix
2023-07-24,alimentação,despesa,159.23,alimentação - pagamento,
2024-10-06,Educação,,50.22,Educação - pagamento,Cartão de Crédito
2024-10-28,Educação,despesa,617.73,Educação - pagamento,Débito
2023-12-15,assinaturas,despesa,272.98,,
2022/08/30,Transporte ,despesa,529.62,,Débito
06/03/2022,Transporte ,despesa,239.28,Transporte - pagamento,Transferência
2023/02/24,Rendimentos,receita,4563.07,Rendimentos - pagamento,
02/11/2022,Lazer,despesa,331.21,,Débito
2024/07/24,Manutenção,despesa,70.71,Manutenção - pagamento,
